timestamp,open,high,low,close,volume
2022-09-29 00:00:00-04:00,138.5996425215861,139.07701935824966,134.4623361357391,135.66574096679688,38985400
2022-09-30 00:00:00-04:00,135.3077040962049,140.22075351614527,134.76070190208554,134.93971252441406,33166400
2022-10-03 00:00:00-04:00,136.39174851519365,138.85821311410479,135.35742954646815,137.85372924804688,27723100
2022-10-04 00:00:00-04:00,139.723478817418,141.61310616860757,138.57974422019424,139.51461791992188,34670700
2022-10-05 00:00:00-04:00,137.48575741421112,139.44501015706985,134.04462876250682,138.22171020507812,27979300
2022-10-06 00:00:00-04:00,136.96859312643528,140.67823778690772,135.8547087657765,138.3112335205078,36231100
2022-10-07 00:00:00-04:00,136.0138158739346,137.5354667997412,131.71739419387347,132.7218780517578,33214800
2022-10-10 00:00:00-04:00,132.82134724108394,135.36737731893072,131.15050551778677,133.06002807617188,24024000
2022-10-11 00:00:00-04:00,130.9018502940624,131.93618434589624,126.29711522482599,127.83865356445312,38481400
2022-10-12 00:00:00-04:00,127.61987743974097,128.9625025668848,125.56116433237113,126.8043441772461,34605200
2022-10-13 00:00:00-04:00,122.85600558442789,130.4244851984627,121.86146169388738,129.57911682128906,34325700
2022-10-14 00:00:00-04:00,130.2852461198938,131.0709290948318,125.82968627274843,126.0683822631836,23559400
2022-10-17 00:00:00-04:00,129.589055559199,134.05454734979827,129.46969998808723,133.3086395263672,29612200
2022-10-18 00:00:00-04:00,136.3420263168024,137.08793427850054,130.6830688193,132.075439453125,25445000
2022-10-19 00:00:00-04:00,132.16492576470924,136.25250141415526,131.4985832357917,132.50306701660156,30691000
2022-10-20 00:00:00-04:00,132.20471811090155,136.02377835804865,130.5935617909642,130.81236267089844,26356300
2022-10-21 00:00:00-04:00,125.6208494374804,129.41005962603455,124.7556010189864,129.3006591796875,46348600
2022-10-24 00:00:00-04:00,126.55569790256348,132.75170149571628,123.8903202286884,129.01222229003906,63563400
2022-10-25 00:00:00-04:00,130.16590441846992,137.59514821908343,129.87747820261947,136.7597198486328,38433200
2022-10-26 00:00:00-04:00,130.96154686951297,134.8104424757486,127.82873933413563,129.11170959472656,82791500
2022-10-27 00:00:00-04:00,97.44540705307475,101.94074179150705,95.85413086709111,97.40562438964844,232316600
2022-10-28 00:00:00-04:00,99.03667632324228,100.2997436475868,96.97797090050766,98.65874481201172,95928300
2022-10-31 00:00:00-04:00,97.68410006105101,98.77809679977636,92.0947607837391,92.6517105102539,121361400
2022-11-01 00:00:00-04:00,93.81531664739835,96.95807104853384,93.03957371255373,94.6805648803711,110189600
2022-11-02 00:00:00-04:00,93.69597158741377,94.68056783639769,89.98632741901386,90.0459976196289,71821100
2022-11-03 00:00:00-04:00,89.58851070912392,89.96643463580325,87.92762432145074,88.42489624023438,60664000
2022-11-04 00:00:00-04:00,89.85703785302941,90.89136439660422,87.6093665643425,90.29463958740234,55638100
2022-11-07 00:00:00-05:00,94.2628735846916,96.35141434480566,92.59203945904673,96.19229125976562,81987300
2022-11-08 00:00:00-05:00,95.39663953713419,97.26638673852416,94.2728077739976,95.94364166259766,52088300
